playerid41,playerid42,playerid46,playerid45,playerid35,playerid18,playerid33,playerid9,captainid,playerid37,playerid31,playerid13,playerid30,playerid47,playerid43,playerid34,freekicktakerid,playerid0,playerid17,playerid39,playerid3,playerid7,playerid16,playerid4,playerid6,playerid38,playerid15,playerid2,rightfreekicktakerid,playerid12,playerid48,playerid36,playerid8,playerid32,leftfreekicktakerid,longkicktakerid,playerid11,customsub1in,customsub2out,playerid28,customsub0in,playerid19,playerid26,customsub2in,playerid44,playerid51,rightcornerkicktakerid,playerid40,playerid22,playerid23,penaltytakerid,playerid20,playerid24,playerid27,teamid,playerid50,playerid29,customsub0out,playerid10,customsub1out,playerid49,playerid5,playerid25,leftcornerkicktakerid,playerid14,playerid21,playerid1
-1,-1,-1,-1,-1,79929,-1,279016,262342,-1,-1,206243,80623,-1,-1,-1,216524,276322,72101,-1,73068,216524,80624,74050,247369,-1,272808,262342,216524,240259,-1,-1,271010,-1,216524,216524,276022,-1,-1,178363,-1,75866,82923,-1,-1,-1,216524,-1,79641,78404,247369,269726,81564,211358,58,-1,79642,-1,248123,-1,-1,74049,83464,216524,244460,81551,70723
-1,-1,-1,-1,-1,79530,-1,234799,225174,-1,-1,83132,-1,-1,-1,-1,234799,204966,255014,-1,71487,246298,78758,237347,225174,-1,225685,263461,234799,74139,-1,-1,75252,-1,234799,234799,276029,-1,-1,257498,-1,80884,256314,-1,-1,-1,234799,-1,85396,74597,266586,83603,78163,72354,62,-1,-1,-1,266586,-1,-1,251596,276760,234799,271050,85393,241445
-1,-1,-1,-1,-1,227232,-1,233866,208787,-1,-1,77105,-1,-1,-1,-1,204970,271918,199721,-1,235454,229236,212491,246688,208787,-1,85376,270997,204970,238463,-1,-1,204970,-1,208787,204970,216388,-1,-1,259869,-1,77633,176994,-1,-1,-1,208787,-1,75319,70005,204970,78547,74429,221284,64,-1,-1,-1,212613,-1,-1,258601,83218,204970,277935,259816,75320
-1,-1,-1,-1,-1,268738,-1,262088,190674,-1,-1,246548,-1,-1,-1,-1,262088,239254,262956,-1,201143,274447,73449,231318,213296,-1,210897,262071,262088,232360,-1,-1,253167,-1,262088,262088,178509,-1,-1,209297,-1,77364,460005,-1,-1,-1,262088,-1,271317,211398,276048,80688,278261,225147,65,-1,-1,-1,276048,-1,-1,190674,210822,231318,269493,278207,202371
-1,-1,-1,-1,-1,256104,-1,240702,219683,-1,-1,256970,-1,-1,-1,-1,265459,263139,234371,-1,225859,219683,251353,263815,265459,-1,220093,262102,265459,234078,-1,-1,272505,-1,265459,265459,256420,-1,-1,84357,-1,247050,276747,-1,-1,-1,265459,-1,210372,78216,225782,268763,83214,82335,66,-1,84299,-1,276901,-1,-1,80067,77093,265459,71170,80690,225782
-1,-1,-1,-1,-1,277979,-1,234239,225293,-1,-1,70458,-1,-1,-1,-1,234239,73929,70118,-1,214947,204472,77149,201136,252975,-1,85484,70160,234239,73485,-1,-1,245131,-1,234239,234239,198200,-1,-1,255876,-1,235812,460025,-1,-1,-1,234239,-1,79609,75965,234239,83564,261170,279880,68,-1,82331,-1,225293,-1,-1,241238,84464,234239,236723,78584,80578
-1,-1,-1,-1,-1,260779,-1,225663,229261,-1,-1,238227,243057,-1,-1,-1,275138,190941,239364,-1,272785,232440,273933,245211,75734,-1,235036,229261,275138,253004,-1,-1,264862,-1,232440,232440,195864,-1,-1,82978,-1,270050,75554,-1,-1,-1,232440,-1,70893,274126,247463,279700,81663,75924,69,-1,271248,-1,247463,-1,-1,275138,271661,275138,263781,202335,226229
-1,-1,-1,-1,-1,276787,-1,205686,205686,-1,-1,277630,-1,-1,-1,-1,205686,255151,209423,-1,208615,76888,82977,241157,72254,-1,81562,228290,205686,77707,-1,-1,74883,-1,205686,205686,253036,-1,-1,-1,-1,80850,-1,-1,-1,-1,205686,-1,80295,84476,205686,83541,81426,-1,70,-1,-1,-1,223510,-1,-1,74477,-1,205686,278571,272464,75057
-1,-1,-1,-1,-1,254247,-1,264422,199482,-1,-1,189271,-1,-1,-1,-1,258619,199482,216750,-1,239136,263469,80570,220837,70477,-1,83275,232693,258619,193476,-1,-1,258619,-1,258619,258619,74475,-1,-1,229971,-1,194209,75739,-1,-1,-1,258619,-1,279130,211250,241130,269003,75316,231235,71,-1,-1,-1,241130,-1,-1,231089,74474,258619,74473,79513,227222
-1,-1,-1,-1,-1,268868,-1,244892,210896,-1,-1,278187,-1,-1,-1,-1,239093,235633,204513,-1,75148,210896,252711,273948,256476,-1,158625,255533,239093,235569,-1,-1,244889,-1,239093,239093,253157,-1,-1,269164,-1,252386,82740,-1,-1,-1,239093,-1,82109,76901,256476,83396,78765,75925,72,-1,274536,-1,260407,-1,-1,254548,80063,239093,252059,252960,239093
-1,-1,-1,-1,-1,243780,-1,231443,235212,-1,-1,70004,-1,-1,-1,-1,252145,240225,251752,-1,256196,226271,256903,252145,255253,-1,220814,258781,252145,270673,-1,-1,271421,-1,255253,255253,264652,-1,-1,-1,-1,279709,273018,-1,-1,-1,231443,-1,81659,85652,231443,74449,85529,233096,73,-1,-1,-1,247635,-1,-1,272834,78549,231443,80674,82991,235212
-1,-1,-1,-1,-1,235973,-1,70415,223874,-1,-1,80804,-1,-1,-1,-1,261616,204883,80803,-1,251380,243631,241522,261616,223874,-1,252512,73192,261616,236518,-1,-1,259191,-1,261616,261616,71114,-1,-1,-1,-1,74698,74878,-1,-1,-1,261616,-1,76534,278903,70415,213654,262045,-1,74,-1,-1,-1,222357,-1,-1,231102,236572,261616,212138,82084,257946
-1,-1,-1,-1,-1,277561,-1,255434,257090,-1,-1,75318,-1,-1,-1,-1,263370,270821,190120,-1,257090,270039,278455,229984,263370,-1,276377,261647,263370,70020,-1,-1,271940,-1,263370,263370,256782,-1,-1,84244,-1,260942,85291,-1,-1,-1,263370,-1,269184,245865,258437,269262,273748,85530,76,-1,83565,-1,258437,-1,-1,279702,75811,263370,70017,79607,275208
-1,-1,-1,-1,-1,266891,-1,232642,225317,-1,-1,247185,-1,-1,-1,-1,202282,225280,211021,-1,275297,262361,240616,266210,242744,-1,235028,267800,202282,200302,-1,-1,202282,-1,202282,202282,235526,-1,-1,-1,-1,269086,255557,-1,-1,-1,202282,-1,275080,279827,225317,272648,236919,238040,77,-1,-1,-1,225317,-1,-1,72378,204033,202282,79780,257326,274134
-1,-1,-1,-1,-1,257877,-1,246919,211093,-1,261304,262525,79342,-1,-1,-1,243646,258928,257237,-1,246991,198784,234072,226491,211093,-1,240976,235755,243646,255742,-1,-1,260397,253257,243646,243646,256383,-1,-1,256107,-1,257208,247678,-1,-1,-1,243646,-1,200630,264010,243646,225719,263561,163587,78,-1,234570,-1,246321,-1,-1,243646,278146,243646,272874,263439,76125
-1,-1,-1,-1,-1,76053,-1,75767,221906,-1,-1,78917,-1,-1,-1,-1,227759,198625,79951,-1,78783,272617,257851,79936,240929,-1,79938,221906,227759,76575,-1,-1,227759,-1,227759,227759,170114,-1,-1,-1,-1,277804,-1,-1,-1,-1,227759,-1,254810,219621,79947,236310,275876,-1,79,-1,-1,-1,79947,-1,-1,264477,240763,240929,257717,252898,277591
-1,-1,-1,-1,-1,264139,-1,216218,222045,-1,-1,80377,77043,-1,-1,-1,223747,202789,219482,-1,227945,238062,277701,223747,246006,-1,245233,222045,223747,80456,-1,-1,223663,-1,223663,223663,71031,-1,-1,263293,-1,227951,257890,-1,-1,-1,223747,-1,83287,80080,216218,256421,238091,78971,80,-1,53110,-1,79274,-1,-1,276211,75249,223663,220140,231322,253111
-1,-1,-1,-1,-1,263853,-1,211221,211221,-1,-1,277657,-1,-1,-1,-1,225872,228562,222876,-1,248718,243842,238509,228080,227806,-1,239259,198904,243842,222109,-1,-1,225872,-1,225872,227806,261025,-1,-1,-1,-1,83735,-1,-1,-1,-1,243842,-1,277993,240653,225872,202771,262362,-1,81,-1,-1,-1,277997,-1,-1,270845,-1,225872,70730,276720,235728
-1,-1,-1,-1,-1,245174,-1,268434,246846,-1,-1,235771,84295,-1,-1,-1,244196,211299,224543,-1,277288,220872,253024,244196,246846,-1,74151,261512,244196,204275,-1,-1,204324,-1,244196,244196,245404,-1,-1,262295,-1,274630,242710,-1,-1,-1,244196,-1,238765,74989,189776,216485,243963,78259,82,-1,73576,-1,189776,-1,-1,76784,271651,220872,204322,262079,82784
-1,-1,-1,-1,-1,219684,-1,229163,211707,-1,-1,277525,-1,-1,-1,-1,241982,77044,271110,-1,255573,262539,236626,256216,241982,-1,232668,211707,241982,230846,-1,-1,254136,-1,241982,229163,240599,-1,-1,-1,-1,83270,-1,-1,-1,-1,229163,-1,199146,279025,271693,276789,214924,-1,83,-1,-1,-1,271693,-1,-1,243618,257277,241982,268894,81676,213570
-1,-1,-1,-1,-1,269953,-1,255928,195479,-1,-1,259185,-1,-1,-1,-1,195479,203042,225203,-1,263304,240017,278957,238071,252148,-1,240060,263157,195479,253970,-1,-1,72159,-1,195479,195479,271716,-1,-1,-1,-1,274057,-1,-1,-1,-1,195479,-1,279246,237640,195479,247447,243009,-1,86,-1,-1,-1,270866,-1,-1,239810,-1,195479,212516,277266,195479
-1,-1,-1,-1,-1,243589,-1,255206,242386,-1,-1,220633,-1,-1,-1,-1,237424,273621,199812,-1,242386,244767,252001,239704,237424,-1,227884,236217,239704,254120,-1,-1,274516,-1,237424,239704,197031,-1,-1,-1,-1,245538,-1,-1,-1,-1,239704,-1,246159,247385,255206,199027,70780,-1,88,-1,-1,-1,277673,-1,-1,267894,-1,237424,221982,257899,246444
-1,-1,-1,-1,-1,238336,-1,271066,224842,-1,-1,267942,-1,-1,-1,-1,262848,231681,188400,-1,215301,262848,228366,207804,202048,-1,221456,246137,262848,240863,-1,-1,224842,-1,262848,262848,246604,-1,-1,80567,-1,223085,74922,-1,-1,-1,262848,-1,264581,268410,247279,187157,272673,78400,89,-1,-1,-1,247279,-1,-1,271976,275349,262848,241428,72909,245729
-1,-1,-1,-1,-1,195037,-1,220139,234319,-1,-1,263918,-1,-1,-1,-1,228894,247022,182206,-1,221600,233795,204353,269248,234319,-1,258036,243612,269248,271974,-1,-1,238460,-1,228894,228894,222168,-1,-1,-1,-1,265518,-1,-1,-1,-1,228894,-1,77743,274685,233795,215412,224130,-1,91,-1,-1,-1,213152,-1,-1,273693,76941,228894,277305,272983,228894
-1,-1,-1,-1,-1,255980,-1,212167,225772,-1,-1,230032,-1,-1,-1,-1,212167,248121,75302,-1,236465,225772,256672,252385,251219,-1,228928,75088,212167,261897,-1,-1,206565,-1,212167,212167,241160,-1,-1,-1,-1,278213,271028,-1,-1,-1,251219,-1,73260,278708,212167,273930,256366,206555,92,-1,-1,-1,192450,-1,-1,77037,77789,212167,237696,237503,229087
-1,-1,-1,-1,-1,213418,-1,250816,235405,-1,-1,244472,-1,-1,-1,-1,246685,206561,223909,-1,248602,71110,235458,246685,233851,-1,258483,235405,246685,261336,-1,-1,242908,-1,246685,246685,233602,-1,-1,-1,-1,265801,-1,-1,-1,-1,246685,-1,203751,260798,259423,241842,173533,-1,94,-1,-1,-1,259423,-1,-1,239356,-1,242908,256051,152908,223877
-1,-1,-1,-1,-1,259762,-1,81539,210243,-1,-1,203502,-1,-1,-1,-1,267680,243587,172723,-1,202849,267680,270944,254470,241042,-1,228332,261281,267680,265514,-1,-1,225783,-1,254470,254470,197756,-1,-1,83451,-1,231044,70162,-1,-1,-1,254470,-1,73861,229901,241202,266270,267867,78229,95,-1,84170,-1,241202,-1,-1,222400,82383,222400,203487,79587,210243
-1,-1,-1,-1,-1,237916,-1,276712,216481,-1,-1,183540,266502,-1,-1,-1,253433,246417,206566,-1,216481,253433,200689,278007,251560,-1,252483,263685,253433,275347,-1,-1,248356,-1,253433,253433,74865,-1,-1,219795,-1,203505,70220,-1,-1,-1,253433,-1,76196,205347,261432,275246,243373,77744,97,-1,271116,-1,261432,-1,-1,231423,239443,253433,253461,264786,262568
-1,-1,-1,-1,-1,71493,-1,246350,199503,-1,-1,264205,-1,-1,-1,-1,199503,263798,259987,-1,240359,83236,215700,236045,269230,-1,241187,243908,199503,273459,-1,-1,275048,-1,199503,199503,264293,-1,-1,86218,-1,194150,241736,-1,-1,-1,199503,-1,274219,207948,246350,74917,268903,240716,106,-1,-1,-1,251810,-1,-1,199503,217870,199503,247335,262149,226166
